INDEX,Trial,DrugName,Indications,DrugClass,Approval_FDA,Uniprot,GeneSymbol,Gene,ProteinName,TargetMainClass,TargetClass,Target_Novelty_VALIDATED
732,"esmirtazapine, ORG-4420",esmirtazapine,"for treatment of insomnia,for treatment of menopausal symptoms",Small molecule,not approved,P46098,5HT3A_HUMAN,HTR3A,5-hydroxytryptamine receptor 3A OS=Homo sapiens GN=HTR3A PE=1 SV=1,Receptors,TC:1.A.9.2.1,Established target
733,"esomeprazole, Nexium",esomeprazole,Proton pump inhibitor,Small Molecule,approved,P20648,ATP4A_HUMAN,ATP4A,Potassium-transporting ATPase alpha chain 1 OS=Homo sapiens GN=ATP4A PE=2 SV=5,Transporters,TC:3.A.3.1.2,Established target
734,"estradiol , 17-beta,Estrogel",estradiol,contraceptive,Small Molecule,approved,P03372,ESR1_HUMAN,ESR1,Estrogen receptor OS=Homo sapiens GN=ESR1 PE=1 SV=2,Receptors,Nuclear receptor,Established target
735,"estradiol + norethisterone acetate,Estalis, Combipatch",estradiol,contraceptive,Small Molecule,approved,P03372,ESR1_HUMAN,ESR1,Estrogen receptor OS=Homo sapiens GN=ESR1 PE=1 SV=2,Receptors,Nuclear receptor,Established target
735,"estradiol + norethisterone acetate,Estalis, Combipatch",estradiol,contraceptive,Small Molecule,approved,Q92731,ESR2_HUMAN,ESR2,Estrogen receptor beta OS=Homo sapiens GN=ESR2 PE=1 SV=2,Receptors,Nuclear receptor,Established target
735,"estradiol + norethisterone acetate,Estalis, Combipatch",norethisterone,contraceptive,small molecule,approved,P06401,PRGR_HUMAN,PGR,Progesterone receptor OS=Homo sapiens GN=PGR PE=1 SV=4,Receptors,Nuclear receptor,Established target
736,"estradiol MDTS,Evamist",estradiol ,for treatment of menopausal symptoms,Small molecule,approved,P03372,ESR1_HUMAN,ESR1,Estrogen receptor OS=Homo sapiens GN=ESR1 PE=1 SV=2,Receptors,Nuclear receptor,Established target
736,"estradiol MDTS,Evamist",estradiol ,for treatment of menopausal symptoms,Small molecule,approved,Q92731,ESR2_HUMAN,ESR2,Estrogen receptor beta OS=Homo sapiens GN=ESR2 PE=1 SV=2,Receptors,Nuclear receptor,Established target
737,"estradiol transdermal, Estrasorb",estradiol ,for treatment of menopausal symptoms,Small molecule,approved,P03372,ESR1_HUMAN,ESR1,Estrogen receptor OS=Homo sapiens GN=ESR1 PE=1 SV=2,Receptors,Nuclear receptor,Established target
738,"estradiol transdermal,Estrasorb",estradiol ,for treatment of menopausal symptoms,Small molecule,approved,Q92731,ESR2_HUMAN,ESR2,Estrogen receptor beta OS=Homo sapiens GN=ESR2 PE=1 SV=2,Receptors,Nuclear receptor,Established target
739,"estradiol valerate + dienogest, Natazia, Qlaira",estradiol,contraceptive,Small Molecule,approved,P03372,ESR1_HUMAN,ESR1,Estrogen receptor OS=Homo sapiens GN=ESR1 PE=1 SV=2,Receptors,Nuclear receptor,Established target
740,"estradiol valerate + dienogest,Natazia, Qlaira",dienogest,contraceptive,Small molecule,approved,P03372,ESR1_HUMAN,ESR1,Estrogen receptor OS=Homo sapiens GN=ESR1 PE=1 SV=2,Receptors,Nuclear receptor,Established target
740,"estradiol valerate + dienogest,Natazia, Qlaira",dienogest,contraceptive,Small molecule,approved,P06401,PRGR_HUMAN,PGR,Progesterone receptor OS=Homo sapiens GN=PGR PE=1 SV=4,Receptors,Nuclear receptor,Established target
740,"estradiol valerate + dienogest,Natazia, Qlaira",estradiol,contraceptive,Small Molecule,approved,Q92731,ESR2_HUMAN,ESR2,Estrogen receptor beta OS=Homo sapiens GN=ESR2 PE=1 SV=2,Receptors,Nuclear receptor,Established target
741,"estradiol, 17-beta,Estrogel",estradiol,contraceptive,Small Molecule,approved,Q92731,ESR2_HUMAN,ESR2,Estrogen receptor beta OS=Homo sapiens GN=ESR2 PE=1 SV=2,Receptors,Nuclear receptor,Established target
742,"estradol/levonorgestrel,Menostar",estradiol,for treatment of menopausal symptoms,Small Molecule,approved,P03372,ESR1_HUMAN,ESR1,Estrogen receptor OS=Homo sapiens GN=ESR1 PE=1 SV=2,Receptors,Nuclear receptor,Established target
742,"estradol/levonorgestrel,Menostar",estradiol,for treatment of menopausal symptoms,Small Molecule,approved,Q92731,ESR2_HUMAN,ESR2,Estrogen receptor beta OS=Homo sapiens GN=ESR2 PE=1 SV=2,Receptors,Nuclear receptor,Established target
742,"estradol/levonorgestrel,Menostar",levonorgestrel,for treatment of menopausal symptoms,Small Molecule,approved,P03372,ESR1_HUMAN,ESR1,Estrogen receptor OS=Homo sapiens GN=ESR1 PE=1 SV=2,Receptors,Nuclear receptor,Established target
742,"estradol/levonorgestrel,Menostar",levonorgestrel,for treatment of menopausal symptoms,Small Molecule,approved,P06401,PRGR_HUMAN,PGR,Progesterone receptor OS=Homo sapiens GN=PGR PE=1 SV=4,Receptors,Nuclear receptor,Established target
742,"estradol/levonorgestrel,Menostar",levonorgestrel,for treatment of menopausal symptoms,Small Molecule,approved,P18405,S5A1_HUMAN,SRD5A1,3-oxo-5-alpha-steroid 4-dehydrogenase 1 OS=Homo sapiens GN=SRD5A1 PE=1 SV=1,Enzymes,EC:1.3.99,Established target
743,"estrogen ,Vivelle, Menorest",estradiol,for treatment of menopausal symptoms,Small Molecule,approved,P03372,ESR1_HUMAN,ESR1,Estrogen receptor OS=Homo sapiens GN=ESR1 PE=1 SV=2,Receptors,Nuclear receptor,Established target
744,"estrogen,Vivelle, Menorest",estradiol,for treatment of menopausal symptoms,Small Molecule,approved,Q92731,ESR2_HUMAN,ESR2,Estrogen receptor beta OS=Homo sapiens GN=ESR2 PE=1 SV=2,Receptors,Nuclear receptor,Established target
745,"estrogen,Vivelle-Dot",estradiol,for treatment of menopausal symptoms,Small Molecule,approved,P03372,ESR1_HUMAN,ESR1,Estrogen receptor OS=Homo sapiens GN=ESR1 PE=1 SV=2,Receptors,Nuclear receptor,Established target
745,"estrogen,Vivelle-Dot",estradiol,for treatment of menopausal symptoms,Small Molecule,approved,Q92731,ESR2_HUMAN,ESR2,Estrogen receptor beta OS=Homo sapiens GN=ESR2 PE=1 SV=2,Receptors,Nuclear receptor,Established target
746,"ethinyl estradiol + drospirenone ,Yaz",drospirenone,contraceptive,Small Molecule,approved,P10275,ANDR_HUMAN,AR,Androgen receptor OS=Homo sapiens GN=AR PE=1 SV=2,Receptors,Nuclear receptor,Established target
747,"ethinyl estradiol + drospirenone,Yaz",drospirenone,contraceptive,Small Molecule,approved,P08235,MCR_HUMAN,NR3C2,Mineralocorticoid receptor OS=Homo sapiens GN=NR3C2 PE=1 SV=1,Receptors,Nuclear receptor,Established target
747,"ethinyl estradiol + drospirenone,Yaz",drospirenone,contraceptive,Small Molecule,approved,P06401,PRGR_HUMAN,PGR,Progesterone receptor OS=Homo sapiens GN=PGR PE=1 SV=4,Receptors,Nuclear receptor,Established target
747,"ethinyl estradiol + drospirenone,Yaz",estradiol,contraceptive,Small Molecule,approved,P03372,ESR1_HUMAN,ESR1,Estrogen receptor OS=Homo sapiens GN=ESR1 PE=1 SV=2,Receptors,Nuclear receptor,Established target
747,"ethinyl estradiol + drospirenone,Yaz",estradiol,contraceptive,Small Molecule,approved,Q92731,ESR2_HUMAN,ESR2,Estrogen receptor beta OS=Homo sapiens GN=ESR2 PE=1 SV=2,Receptors,Nuclear receptor,Established target
748,"ethinyl estradiol + levonorgestrel,Seasonale, Lo Seasonale, Seasonique",ethinyl estradiol,contraceptive,Small Molecule,approved,P03372,ESR1_HUMAN,ESR1,Estrogen receptor OS=Homo sapiens GN=ESR1 PE=1 SV=2,Receptors,Nuclear receptor,Established target
748,"ethinyl estradiol + levonorgestrel,Seasonale, Lo Seasonale, Seasonique",levonorgestrel,contraceptive,Small Molecule,approved,P03372,ESR1_HUMAN,ESR1,Estrogen receptor OS=Homo sapiens GN=ESR1 PE=1 SV=2,Receptors,Nuclear receptor,Established target
748,"ethinyl estradiol + levonorgestrel,Seasonale, Lo Seasonale, Seasonique",levonorgestrel,contraceptive,Small Molecule,approved,P06401,PRGR_HUMAN,PGR,Progesterone receptor OS=Homo sapiens GN=PGR PE=1 SV=4,Receptors,Nuclear receptor,Established target
749,"etilevodopa, TV-1203",etilevodopa,antiparkinson agent,Small molecule,not approved,P21728,DRD1_HUMAN,DRD1,D(1A) dopamine receptor OS=Homo sapiens GN=DRD1 PE=1 SV=1,Receptors,GPCR;Rhodopsin,Established target
749,"etilevodopa, TV-1203",etilevodopa,antiparkinson agent,Small molecule,not approved,P14416,DRD2_HUMAN,DRD2,D(2) dopamine receptor OS=Homo sapiens GN=DRD2 PE=1 SV=2,Receptors,GPCR;Rhodopsin,Established target
749,"etilevodopa, TV-1203",etilevodopa,antiparkinson agent,Small molecule,not approved,P35462,DRD3_HUMAN,DRD3,D(3) dopamine receptor OS=Homo sapiens GN=DRD3 PE=1 SV=2,Receptors,GPCR;Rhodopsin,Established target
749,"etilevodopa, TV-1203",etilevodopa,antiparkinson agent,Small molecule,not approved,P21917,DRD4_HUMAN,DRD4,D(4) dopamine receptor OS=Homo sapiens GN=DRD4 PE=1 SV=2,Receptors,GPCR;Rhodopsin,Established target
749,"etilevodopa, TV-1203",etilevodopa,antiparkinson agent,Small molecule,not approved,P21918,DRD5_HUMAN,DRD5,D(1B) dopamine receptor OS=Homo sapiens GN=DRD5 PE=1 SV=2,Receptors,GPCR;Rhodopsin,Established target
750,"etodolac,Lodine",etodolac,NSAID,Small Molecule,approved,P35354,PGH2_HUMAN,PTGS2,Prostaglandin G/H synthase 2 OS=Homo sapiens GN=PTGS2 PE=1 SV=2,Enzymes,EC:1.14.99.1,Established target
751,"etonogestrel implant,Implanon",etonogestrel,contraceptive,Small Molecule,approved,P03372,ESR1_HUMAN,ESR1,Estrogen receptor OS=Homo sapiens GN=ESR1 PE=1 SV=2,Receptors,Nuclear receptor,Established target
751,"etonogestrel implant,Implanon",etonogestrel,contraceptive,Small Molecule,approved,P06401,PRGR_HUMAN,PGR,Progesterone receptor OS=Homo sapiens GN=PGR PE=1 SV=4,Receptors,Nuclear receptor,Established target
752,"etonogestrel/ethinyl estradiol vaginal ring,Nuvaring",ethinyl estradiol,contraceptive,Small Molecule,approved,P03372,ESR1_HUMAN,ESR1,Estrogen receptor OS=Homo sapiens GN=ESR1 PE=1 SV=2,Receptors,Nuclear receptor,Established target
752,"etonogestrel/ethinyl estradiol vaginal ring,Nuvaring",etonogestrel,contraceptive,Small Molecule,approved,P03372,ESR1_HUMAN,ESR1,Estrogen receptor OS=Homo sapiens GN=ESR1 PE=1 SV=2,Receptors,Nuclear receptor,Established target
752,"etonogestrel/ethinyl estradiol vaginal ring,Nuvaring",etonogestrel,contraceptive,Small Molecule,approved,P06401,PRGR_HUMAN,PGR,Progesterone receptor OS=Homo sapiens GN=PGR PE=1 SV=4,Receptors,Nuclear receptor,Established target
753,"etoricoxib, MK-663,Arcoxia",etoricoxib,NSAID,Small Molecule,approved,P35354,PGH2_HUMAN,PTGS2,Prostaglandin G/H synthase 2 OS=Homo sapiens GN=PTGS2 PE=1 SV=2,Enzymes,EC:1.14.99.1,Established target
754,EV-077-3201-2TBS,EV-077-3201-2TBS ,antidiabetic,Small molecule,not approved,P37231,PPARG_HUMAN,PPARG,Peroxisome proliferator-activated receptor gamma OS=Homo sapiens GN=PPARG PE=1 SV=3,Receptors,Nuclear receptor,Established target
755,EW-A-401,EW-A-401,for treatment of intermittent claudication,protein,not approved,P15692,VEGFA_HUMAN,VEGFA,Vascular endothelial growth factor A OS=Homo sapiens GN=VEGFA PE=1 SV=2,Ligand,Ligand;Growth factor,Established target
756,Everolimus,everolimus,immunosuppressant,Small Molecule,approved,P42345,FRAP_HUMAN,MTOR,FKBP12-rapamycin complex-associated protein OS=Homo sapiens GN=FRAP1 PE=1 SV=1,Enzymes,EC:2.7.11.1,Established target
757,Evista,raloxifen,for treatment of menopausal symptoms,small molecule,approved,P03372,ESR1_HUMAN,ESR1,Estrogen receptor OS=Homo sapiens GN=ESR1 PE=1 SV=2,Receptors,Nuclear receptor,Established target
757,Evista,raloxifen,for treatment of menopausal symptoms,small molecule,approved,Q92731,ESR2_HUMAN,ESR2,Estrogen receptor beta OS=Homo sapiens GN=ESR2 PE=1 SV=2,Receptors,Nuclear receptor,Established target
758,EVK-001,metoclopramide,for treatment of diabetic gastroparesis,Small Molecule,approved,P11229,ACM1_HUMAN,CHRM1,Muscarinic acetylcholine receptor M1 OS=Homo sapiens GN=CHRM1 PE=1 SV=2,Receptors,GPCR;Rhodopsin,Established target
758,EVK-001,metoclopramide,for treatment of diabetic gastroparesis,Small Molecule,approved,P14416,DRD2_HUMAN,DRD2,D(2) dopamine receptor OS=Homo sapiens GN=DRD2 PE=1 SV=2,Receptors,GPCR;Rhodopsin,Established target
759,EVP-6124,EVP-6124,nootropic,Small molecule,not approved,P36544,ACHA7_HUMAN,CHRNA7,Neuronal acetylcholine receptor subunit alpha-7 OS=Homo sapiens GN=CHRNA7 PE=1 SV=5,Receptors,TC:1.A.9.1.1,Established target
760,EVT-101,EVT-101,antidepressant,Small molecule,not approved,Q13224,NMDE2_HUMAN,GRIN2B,Glutamate [NMDA] receptor subunit epsilon-2 OS=Homo sapiens GN=GRIN2B PE=1 SV=3,Receptors,TC:1.A.10.1,Established target
761,EVT-103,EVT-103,antidepressant,Small molecule,not approved,Q13224,NMDE2_HUMAN,GRIN2B,Glutamate [NMDA] receptor subunit epsilon-2 OS=Homo sapiens GN=GRIN2B PE=1 SV=3,Receptors,TC:1.A.10.1,Established target
762,EVT-201,EVT-201,hypnotic,Small molecule,not approved,P47869,GBRA2_HUMAN,GABRA2,Gamma-aminobutyric acid receptor subunit alpha-2 OS=Homo sapiens GN=GABRA2 PE=2 SV=2,Receptors,TC:1.A.9.5.2,Established target
762,EVT-201,EVT-201,hypnotic,Small molecule,not approved,P34903,GBRA3_HUMAN,GABRA3,Gamma-aminobutyric acid receptor subunit alpha-3 OS=Homo sapiens GN=GABRA3 PE=1 SV=1,Receptors,TC:1.A.9,Established target
762,EVT-201,EVT-201,hypnotic,Small molecule,not approved,P31644,GBRA5_HUMAN,GABRA5,Gamma-aminobutyric acid receptor subunit alpha-5 OS=Homo sapiens GN=GABRA5 PE=1 SV=1,Receptors,TC:1.A.9,Established target
762,EVT-201,EVT-201,hypnotic,Small molecule,not approved,Q16445,GBRA6_HUMAN,GABRA6,Gamma-aminobutyric acid receptor subunit alpha-6 OS=Homo sapiens GN=GABRA6 PE=2 SV=2,Receptors,TC:1.A.9,Established target
762,EVT-201,EVT-201,hypnotic,Small molecule,not approved,P18505,GBRB1_HUMAN,GABRB1,Gamma-aminobutyric acid receptor subunit beta-1 OS=Homo sapiens GN=GABRB1 PE=1 SV=2,Receptors,TC:1.A.9,Established target
762,EVT-201,EVT-201,hypnotic,Small molecule,not approved,P18507,GBRB1_HUMAN,GABRB1,Gamma-aminobutyric acid receptor subunit beta-1 OS=Homo sapiens GN=GABRB1 PE=1 SV=2,Receptors,TC:1.A.9,Established target
762,EVT-201,EVT-201,hypnotic,Small molecule,not approved,P48169,GBRB2_HUMAN,GABRB2,Gamma-aminobutyric acid receptor subunit beta-2 OS=Homo sapiens GN=GABRB2 PE=1 SV=1,Receptors,TC:1.A.9,Established target
762,EVT-201,EVT-201,hypnotic,Small molecule,not approved,P47870,GBRB2_HUMAN,GABRB2,Gamma-aminobutyric acid receptor subunit beta-2 OS=Homo sapiens GN=GABRB2 PE=1 SV=1,Receptors,TC:1.A.9.5.2,Established target
762,EVT-201,EVT-201,hypnotic,Small molecule,not approved,P28472,GBRB3_HUMAN,GABRB3,Gamma-aminobutyric acid receptor subunit beta-3 OS=Homo sapiens GN=GABRB3 PE=1 SV=1,Receptors,TC:1.A.9,Established target
762,EVT-201,EVT-201,hypnotic,Small molecule,not approved,O14764,GBRD_HUMAN,GABRD,Gamma-aminobutyric acid receptor subunit delta (GABA(A) receptor subunit delta),Receptors,TC:1.A.9,Established target
762,EVT-201,EVT-201,hypnotic,Small molecule,not approved,P14867,GBRD_HUMAN,GABRD,Gamma-aminobutyric acid receptor subunit delta (GABA(A) receptor subunit delta),Receptors,TC:1.A.9,Established target
762,EVT-201,EVT-201,hypnotic,Small molecule,not approved,P78334,GBRE_HUMAN,GABRE,Gamma-aminobutyric acid receptor subunit epsilon (GABA(A) receptor subunit epsilon),Receptors,TC:1.A.9,Established target
762,EVT-201,EVT-201,hypnotic,Small molecule,not approved,Q8N1C3,GBRG1_HUMAN,GABRG1,Gamma-aminobutyric acid receptor subunit gamma-1 (GABA(A) receptor subunit gamma-1),Receptors,TC:1.A.9,Established target
762,EVT-201,EVT-201,hypnotic,Small molecule,not approved,P24046,GBRR1_HUMAN,GABRG2,Gamma-aminobutyric acid receptor subunit rho-1 (GABA(A) receptor subunit rho-1) (GABA(C) receptor),Receptors,TC:1.A.9,Established target
762,EVT-201,EVT-201,hypnotic,Small molecule,not approved,Q99928,GBRG3_HUMAN,GABRG3,Gamma-aminobutyric acid receptor subunit gamma-3 (GABA(A) receptor subunit gamma-3),Receptors,TC:1.A.9,Established target
762,EVT-201,EVT-201,hypnotic,Small molecule,not approved,Q9UN88,GBRT_HUMAN,GABRG3,Gamma-aminobutyric acid receptor subunit theta (GABA(A) receptor subunit theta),Receptors,TC:1.A.9,Established target
762,EVT-201,EVT-201,hypnotic,Small molecule,not approved,O00591,GBRP_HUMAN,GABRP,Gamma-aminobutyric acid receptor subunit pi (GABA(A) receptor subunit pi),Receptors,TC:1.A.9,Established target
762,EVT-201,EVT-201,hypnotic,Small molecule,not approved,A8MPY1,GBRR3_HUMAN,GABRQ,Gamma-aminobutyric acid receptor subunit rho-3 (GABA(A) receptor subunit rho-3) (GABA(C) receptor),Receptors,TC:1.A.9,Established target
762,EVT-201,EVT-201,hypnotic,Small molecule,not approved,P28476,GBRR2_HUMAN,GABRR2,Gamma-aminobutyric acid receptor subunit rho-2 (GABA(A) receptor subunit rho-2) (GABA(C) receptor),Receptors,TC:1.A.9,Established target
763,EVT-302,EVT-302,smoking-cessation agent,Small molecule,not approved,P27338,AOFB_HUMAN,MA0B,Amine oxidase [flavin-containing] B OS=Homo sapiens GN=MAOB PE=1 SV=3,Enzymes,EC:1.4.3,Established target
764,EVT-401,EVT-401,antiinflammatory agent,Small molecule,not approved,Q99572,P2RX7_HUMAN,P2RX7,P2X purinoceptor 7 (P2X7) (ATP receptor) (P2Z receptor) (Purinergic receptor),Receptors,TC:1.A.7.1.3,Novel Target
765,Excellair,ACU-XSP-001,"antiinflammatory agent,antiasthmatic agent",siRNA,not approved,P43405,KSYK_HUMAN,SYK,Tyrosine-protein kinase SYK (EC 2.7.10.2) (Spleen tyrosine kinase),Enzymes,EC:2.7.10.2,Novel Target
766,Excellarate,adenoviral PDGF B,for treatment of diabetic foot ulcers,adenoviral vector,not approved,P01127,PDGFB_HUMAN,PDGFB,Platelet-derived growth factor subunit B,Ligand,Ligand;PDGF,Novel Target
767,Exebryl-1,Exebryl-1,for treatment of alzheimer's disease,Small molecule,not approved,P05067,A4_HUMAN,APP,Amyloid beta A4 protein (ABPP) (APPI) (APP) (Alzheimer disease amyloid protein) (Cerebral vascular amyloid peptide) (CVAP) (PreA4) (Protease nexin-II) (PN-II) [Cleaved into: N-APP; Soluble APP-alpha (S-APP-alpha); Soluble APP-beta (S-APP-beta); C99; Beta-,Miscellaneous,Miscellaneous:Amyloid beta 4,Novel Target
767,Exebryl-1,Exebryl-1,for treatment of alzheimer's disease,Small molecule,not approved,P10636,TAU_HUMAN,MAPT,Microtubule-associated protein tau,Miscellaneous,Structureandadhesion,Novel Target
768,"exemestane ,Aromasin",exemestane,antineoplastic agent,Small Molecule,approved,P11511,CP19A_HUMAN,CYP19A1,Cytochrome P450 19A1 OS=Homo sapiens GN=CYP19A1 PE=1 SV=3,Enzymes,EC:1.14.14,Established target
769,Exenatide,exenatide,antidiabetic,peptide,approved,P43220,GLP1R_HUMAN,GLP1R,Glucagon-like peptide 1 receptor OS=Homo sapiens GN=GLP1R PE=1 SV=1,Receptors,GPCR;Secretin,Established target
770,Exherin,ADH-1,antineoplastic agent,peptide,not approved,P19022,CADH2_HUMAN,CDH2,Cadherin-2 (CDw325) (Neural cadherin) (N-cadherin) (CD antigen CD325),Miscellaneous,StructuralAndAdhesion;Cadherin,Novel Target
771,"ezatiostat hydrochloride, TLK-199,Telintra",ezatiostat,for treatment of Myelodysplastic Syndrome,Small molecule,not approved,P09211,GSTP1_HUMAN,GSTP1,Glutathione S-transferase P (EC 2.5.1.18) (GST class-pi) (GSTP1-1),Enzymes,EC:2.5.1.18,Novel Target
772,"EZN-2208, PEG-SN38,",PEG-SN38,antineoplastic agent,small molecule,not approved,Q969P6,TOP1M_HUMAN,TOP1MT,"DNA topoisomerase I, mitochondrial OS=Homo sapiens GN=TOP1MT PE=1 SV=1",Enzymes,EC:5.99.1.2,Established target
772,"EZN-2208, PEG-SN38,",PEG-SN38 ,antineoplastic agent,small molecule,not approved,P11387,TOP1_HUMAN,TOP1,DNA topoisomerase 1 OS=Homo sapiens GN=TOP1 PE=1 SV=2,Enzymes,EC:5.99.1.2,Established target
773,"EZN2968, SPC2968",SPC/ENZ2968 ,antineoplastic agent,antisense oligo,not approved,Q16665,HIF1A_HUMAN,HIF1A,Hypoxia-inducible factor 1-alpha (HIF-1-alpha) (HIF1-alpha) (ARNT-interacting protein) (Basic-helix-loop-helix-PAS protein MOP1) (Class E basic helix-loop-helix protein 78) (bHLHe78) (Member of PAS protein 1) (PAS domain-containing protein 8),Miscellaneous,Transcription factor,Novel Target
774,EZN-4176,EZN-4176,antineoplastic agent,antisense oligo,not approved,P10275,ANDR_HUMAN,AR,Androgen receptor OS=Homo sapiens GN=AR PE=1 SV=2,Receptors,Nuclear receptor,Established target
775,"FEBT,Fentora, Effentora",fentanyl,analgesic,Small Molecule,approved,P41143,OPRD_HUMAN,OPRD1,Delta-type opioid receptor OS=Homo sapiens GN=OPRD1 PE=1 SV=3,Receptors,GPCR;Rhodopsin,Established target
775,"FEBT,Fentora, Effentora",fentanyl,analgesic,Small Molecule,approved,P35372,OPRM_HUMAN,OPRM1,Mu-type opioid receptor OS=Homo sapiens GN=OPRM1 PE=2 SV=2,Receptors,GPCR;Rhodopsin,Established target
776,"febuxostat, TMX-67,Uloric, Adenuric, Feburic",febuxostat,for treatment of gout,Small molecule,not approved,P47989,XDH_HUMAN,XDH,Xanthine dehydrogenase/oxidase OS=Homo sapiens GN=XDH PE=1 SV=4,Enzymes,EC:1.17.1.4; 1.17.3.2,Established target
777,"felodipine ,Plendil",felodipine,antihypertensive agent,Small Molecule,approved,Q13936,CAC1C_HUMAN,CACNA1C,Voltage-dependent L-type calcium channel subunit alpha-1C OS=Homo sapiens GN=CACNA1C PE=1 SV=3,Transporters,TC:1.A.1.11.4,Established target
777,"felodipine ,Plendil",felodipine,antihypertensive agent,Small Molecule,approved,Q01668,CAC1D_HUMAN,CACNA1D,Voltage-dependent L-type calcium channel subunit alpha-1D OS=Homo sapiens GN=CACNA1D PE=1 SV=2,Transporters,TC:1.A.1.11,Established target
