GeneCard,Gene Name,Locus,Disorders
FAAH,fatty acid amide hydrolase ,1p35-p34,
,,,"Drug addiction, susceptibility to"
,,,
FABP1,"fatty acid binding protein 1, liver ",2p11,
,,,mutations
,,,
FABP2,"fatty acid binding protein 2, intestinal ",4q28-q31,
,,,"insulin resistance,increased fatty oxidation in Pima Indian population (FABP2 polymorphism,A94T)"
,,,
FABP3,"fatty acid binding protein 3, muscle and heart (mammary-derived growth inhibitor) ",1p33-p31,
,,,mutations
,,,
FABP4,"fatty acid binding protein 4, adipocyte ",8q21,
,,,mutations
,,,
FABP6,"fatty acid binding protein 6, ileal ",5q23-q35,
,,,mutations
,,,
FABP7,"fatty acid binding protein 7, brain ",6q22-q23,
,,,mutations
,,,
FADD,Fas (TNFRSF6)-associated via death domain ,11q13.3,
,,,mutations
,,,
FADS2,fatty acid desaturase 2 ,11q12-q13.1,
,,,mutations
,,,
FAF2,Fas associated factor family member 2 ,5q12.1,
,,,Mitochondrial complex I deficiency [MIM:252010]
,,,Leigh syndrome [MIM:256000]
,,,
FAH,fumarylacetoacetate hydrolase (fumarylacetoacetase) ,?,
,,,"tyrosinemia I,hepatorenal"
,,,
FAM120A,family with sequence similarity 120A ,9q22.31,
,,,mutations
,,,
FAM123B,family with sequence similarity 123B ,Xq11.1,
,,,Osteopathia striata with cranial sclerosis [MIM:300373]
,,,
FAM126A,"family with sequence similarity 126, member A ",7p15.3,
,,,"Leukodystrophy, hypomyelinating, 5 [MIM:610532]"
,,,
FAM134B,"family with sequence similarity 134, member B ",5p15.1,
,,,"Neuropathy, hereditary sensory and autonomic, type IIB [MIM:613115]"
,,,
FAM154A,"family with sequence similarity 154, member A ",?,
,,,mutations
,,,
FAM161A,"family with sequence similarity 161, member A ",2p15,
,,,Retinitis pigmentosa 28 [MIM:606068]
,,,
FAM175A,"family with sequence similarity 175, member A ",4q21.2,
,,,mutations
,,,
FAM188A,"family with sequence similarity 188, member A ",10p13,
,,,mutations
,,,
FAM20A,"family with sequence similarity 20, member A ",17q24.2,
,,,mutations
,,,
FAM20C,"family with sequence similarity 20, member C ",7p22,
,,,Raine syndrome [MIM:259775]
,,,
FAM27L,family with sequence similarity 27-like ,?,
,,,mutations
,,,
FAM47B,"family with sequence similarity 47, member B ",?,
,,,mutations
,,,
FAM58A,"family with sequence similarity 58, member A ",Xq28,
,,,STAR syndrome [MIM:300707]
,,,
FAM75C1,"family with sequence similarity 75, member C1 ",?,
,,,mutations
,,,
FAM83H,"family with sequence similarity 83, member H ",8q24.3,
,,,"Amelogenesis imperfecta, type 3 [MIM:130900]"
,,,
FAM8A1,"family with sequence similarity 8, member A1 ",?,
,,,mutations
,,,
FAM91A1,"family with sequence similarity 91, member A1 ",?,
,,,mutations
,,,
FAME3,"Epilepsy, familial adult myoclonic, 3 ",5p15.31-p15.1,
,,,"Epilepsy, familial adult myoclonic, 3"
,,,
FANCA,"Fanconi anemia, complementation group A ",16q24.3,
,,,"Fanconi anemia, complementation group A [MIM:227650]"
,,,
FANCB,"Fanconi anemia, complementation group B ",Xp22.31,
,,,"Fanconi anemia, complementation group B [MIM:300514]"
,,,
FANCC,"Fanconi anemia, complementation group C ",?,
,,,"Fanconi anemia,autosomal recessive,complementation group C,characterized by progressive bone marrow failure (pancytopenia),often associated with skeletal abnormalities,radial hypoplasia and vertebral defect and an increased cancer risk with spontaneous chromosomal breakage exacerbated by exposure to DNA cross-linking agents"
,,,
FANCD2,"Fanconi anemia, complementation group D2 ",?,
,,,mutations
,,,
FANCE,"Fanconi anemia, complementation group E ",?,
,,,mutations
,,,
FANCF,"Fanconi anemia, complementation group F ",?,
,,,mutations
,,,
FANCG,"Fanconi anemia, complementation group G ",9p13,
,,,"Fanconi anemia, complementation group G"
,,,
FANCI,"Fanconi anemia, complementation group I ",15q25-q26,
,,,"Fanconi anemia, complementation group I [MIM:609053]"
,,,
FANCL,"Fanconi anemia, complementation group L ",2p16.1,
,,,"Fanconi anemia, complementation group L"
,,,
FANCM,"Fanconi anemia, complementation group M ",14q21.3,
,,,"Fanconi anemia, complementation group M"
,,,
FAR1,fatty acyl CoA reductase 1 ,?,
,,,"familial amyloidosis,renal,Ostertag type (FGA deposit)"
,,,
FAR2,fatty acyl CoA reductase 2 ,?,
,,,"familial amyloidosis,renal,Ostertag type (lysozyme deposit)"
,,,
FARS2,"phenylalanyl-tRNA synthetase 2, mitochondrial ",6p25.1,
,,,mutations
,,,
FASLG,"Fas ligand (TNF superfamily, member 6) ",1q23,
,,,"Systemic lupus erythematosus, susceptibility [MIM:152700]"
,,,
FASN,fatty acid synthase ,17q25,
,,,mutations
,,,
FASTKD2,FAST kinase domains 2 ,2q33.3,
,,,Mitochondrial complex IV deficiency [MIM:220110]
,,,
FAS,"Fas (TNF receptor superfamily, member 6) ",10q24.1,
,,,Autoimmune lymphoproliferative syndrome [MIM:601859]
,,,"Squamous cell carcinoma, burn scar-related, somatic"
,,,"Autoimmune lymphoproliferative syndrome, type IA [MIM:601859]"
,,,
FBLIM1,filamin binding LIM protein 1 ,1p36.13,
,,,mutations
,,,
FBLN1,fibulin 1 ,22q13.3,
,,,"Synpolydactyly, 3/3'4, associated with metacarpal and metatarsal synostoses [MIM:608180]"
,,,
FBLN5,fibulin 5 ,14q32.1,
,,,"Cutis laxa, autosomal recessive [MIM:219100]"
,,,"Cutis laxa, autosomal dominant [MIM:123700]"
,,,"Macular degeneration, age-related, 3 [MIM:608895]"
,,,
FBN1,fibrillin 1 ,15q21.1,
,,,Marfan syndrome [MIM:154700]
,,,Shprintzen-Goldberg syndrome [MIM:182212]
,,,"Ectopia lentis, familial [MIM:129600]"
,,,MASS syndrome [MIM:604308]
,,,"Weill-Marchesani syndrome, dominant [MIM:608328]"
,,,"Aortic aneurysm, ascending, and dissection"
,,,Stiff skin syndrome [MIM:184900]
,,,
FBN2,fibrillin 2 ,5q23-q31,
,,,"Contractural arachnodactyly, congenital [MIM:121050]"
,,,
FBN3,fibrillin 3 ,?,
,,,mutations
,,,
FBP1,"fructose-1,6-bisphosphatase 1 ",9q22.2-q22.3,
,,,"Fructose-1,6-bidphosphatase deficiency [MIM:229700]"
,,,
FBXL6,F-box and leucine-rich repeat protein 6 ,?,
,,,mutations
,,,
FBXO10,F-box protein 10 ,9p13.1,
,,,mutations
,,,
FBXO18,"F-box protein, helicase, 18 ",10p15.1,
,,,mutations
,,,
FBXO33,F-box protein 33 ,14q13.3,
,,,Bone mineral density QTL 12 [MIM:612560]
,,,
FBXO7,F-box protein 7 ,22q12-q13,
,,,"Parkinson disease 15, autosomal recessive [MIM:260300]"
,,,
FBXW11,F-box and WD repeat domain containing 11 ,5q35.1,
,,,mutations
,,,
FBXW4,F-box and WD repeat domain containing 4 ,10q24,
,,,mutations
,,,
FBXW7,"F-box and WD repeat domain containing 7, E3 ubiquitin protein ligase ",4q31.3,
,,,mutations
,,,
FCAR,"Fc fragment of IgA, receptor for ",19q13.4,
,,,mutations
,,,
FCER1A,"Fc fragment of IgE, high affinity I, receptor for; alpha polypeptide ",1q23,
,,,mutations
,,,
FCER2,"Fc fragment of IgE, low affinity II, receptor for (CD23) ",19p13.3,
,,,mutations
,,,
FCGR1A,"Fc fragment of IgG, high affinity Ia, receptor (CD64) ",1q21.2-q21.3,
,,,"IgG receptor I, phagocytic, familial deficiency of"
,,,
FCGR2A,"Fc fragment of IgG, low affinity IIa, receptor (CD32) ",1q21-q23,
,,,"Lupus nephritis, susceptibility to"
,,,
FCGR2B,"Fc fragment of IgG, low affinity IIb, receptor (CD32) ",1q22,
,,,"Systemic lupus erythematosus, susceptibility to [MIM:152700]"
,,,"Malaria, resistance to [MIM:611162]"
,,,
FCGR2C,"Fc fragment of IgG, low affinity IIc, receptor for (CD32) (gene/pseudogene) ",1q23,
,,,"Thrombocytopenic purpura, autoimmune [MIM:188030]"
,,,
FCGR3A,"Fc fragment of IgG, low affinity IIIa, receptor (CD16a) ",1q23,
,,,"Lupus erythematosus, systemic, susceptibility [MIM:152700]"
,,,"Neutropenia, alloimmune neonatal"
,,,"Viral infections, recurrent"
,,,
FCGR3B,"Fc fragment of IgG, low affinity IIIb, receptor (CD16b) ",1q23,
,,,"autoimmune thyroiditis,recurrent bacterial infections in some FCGR3B deficient people"
,,,
FCGRT,"Fc fragment of IgG, receptor, transporter, alpha ",19q13.3,
,,,mutations
,,,
FCMTE1,familial cortical myoclonic tremor with epilepsy 1 ,8q24,
,,,"Epilepsy, myoclonic, benign adult familial"
,,,
FCMTE2,familial cortical myoclonic tremor with epilepsy 2 ,2p11.1-q12.2,
,,,"Epilepsy, myoclonic, benign adult familial, type 2"
,,,
FCMTE3,familial cortical myoclonic tremor with epilepsy 3 ,5p15.31-p15.1,
,,,"Epilepsy, familial adult myoclonic, 3"
,,,
FCN2,ficolin (collagen/fibrinogen domain containing lectin) 2 (hucolin) ,9q34,
,,,mutations
,,,
FCN3,ficolin (collagen/fibrinogen domain containing) 3 (Hakata antigen) ,1p36.11,
,,,mutations
,,,
FCP1,F-cell production 1 ,Xp22.2,
,,,Fetal hemoglobin quantitative trait locus 3
,,,
FCRL3,Fc receptor-like 3 ,1q21.2-q22,
,,,mutations
,,,
FDFT1,farnesyl-diphosphate farnesyltransferase 1 ,8p23.1-p22,
,,,mutations
,,,
Feb-10,"Febrile convulsions, familial, 10 ",3q26.2-q26.33,
,,,"Febrile convulsions, familial, 10"
,,,
Feb-01,febrile convulsions 1 ,8q13-q21,
,,,"Convulsions, familial febrile, 1"
,,,
Feb-02,febrile convulsions 2 ,19p13.3,
,,,"Convulsions, familial febrile, 2"
,,,
Feb-04,febrile convulsions 4 ,5q14.3,
,,,"Convulsions, familial febrile, 4 [MIM:604352]"
,,,"Usher syndrome, type IIC [MIM:605472]"
,,,
Feb-05,febrile convulsions 5 ,6q22-q24,
,,,"Febrile convulsions, familial, 5"
,,,
Feb-06,febrile convulsions 6 ,18p11.2,
,,,"Febrile convulsions, familial, 6"
,,,
Feb-07,febrile convulsions 7 ,21q22,
,,,"Febrile convulsions, familial, 7"
,,,
Feb-09,"Febrile convulsions, familial, 9 ",3p24.2-p23,
,,,"Febrile convulsions, familial, 9"
,,,
FECD2,"corneal dystrophy, Fuchs endothelial 2 ",13pter-q12.13,
,,,"Corneal dystrophy, Fuchs endothelial, late onset 1"
,,,
FECD3,"Corneal dystrophy, Fuchs endothelial, 3 ",18q21.2-q21.3,
,,,"Corneal dystrophy, Fuchs endothelial, 3"
,,,
FECD5,"Corneal dystrophy, Fuchs endothelial, 5 ",5q33.1-q35.2,
,,,"Corneal dystrophy, Fuchs endothelial, 5"
,,,
FECD7,"Corneal dystrophy, Fuchs endothelial, 7 ",9p24.1-p22.1,
,,,"Corneal dystrophy, Fuchs endothelial, 7"
,,,
FECH,ferrochelatase ,18q21.3,
,,,"Protoporphyria, erythropoietic, autosomal dominant [MIM:177000]"
,,,"Protoporphyria, erythropoietic, autosomal recessive [MIM:177000]"
,,,
FEM1A,fem-1 homolog a (C. elegans) ,?,
,,,mutations
,,,
FEN1,flap structure-specific endonuclease 1 ,11q12,
,,,mutations
,,,
FEOM3,"fibrosis of extraocular muscles, congenital, 3 ",16q24.2-q24.3,
,,,"Fibrosis of extraocular muscles, congenital, 3"
,,,"Fibrosis, congenital, of vertically acting extraocular muscles"
,,,
FERMT1,fermitin family member 1 ,20p13,
,,,Kindler syndrome [MIM:173650]
,,,
FERMT3,fermitin family member 3 ,11q12,
,,,"Leukocyte adhesion deficiency, type III [MIM:612840]"
,,,
FES,feline sarcoma oncogene ,15q26.1,
,,,mutations
,,,
FEV,FEV (ETS oncogene family) ,2q36,
,,,mutations
,,,
FEZF2,FEZ family zinc finger 2 ,3p14.2,
,,,mutations
,,,
FFAR1,free fatty acid receptor 1 ,19q13.1,
,,,mutations
,,,
FGA,fibrinogen alpha chain ,4q28,
,,,"Dysfibrinogenemia, alpha type, causing bleeding diathesis"
,,,"Dysfibrinogenemia, alpha type, causing recurrent thrombosis"
,,,"Amyloidosis, hereditary renal [MIM:105200]"
,,,"Afibrinogenemia, congenital [MIM:202400]"
,,,
FGB,fibrinogen beta chain ,4q28,
,,,"Dysfibrinogenemia, beta type"
,,,"Afibrinogenemia, congenital [MIM:202400]"
,,,"Thrombophilia, dysfibrinogenemic"
,,,
FGD1,"FYVE, RhoGEF and PH domain containing 1 ",Xp11.21,
,,,Aarskog-Scott syndrome [MIM:305400]
,,,"Mental retardation, X-linked syndromic 16"
,,,
FGD3,"FYVE, RhoGEF and PH domain containing 3 ",8q11.2-q13.2,
,,,Glucocorticoid deficiency 3
,,,
FGD4,"FYVE, RhoGEF and PH domain containing 4 ",12p11.2,
,,,"Charcot-Marie-Tooth disease, type 4H [MIM:609311]"
,,,
FGF10,fibroblast growth factor 10 ,5p13-p12,
,,,Aplasia of lacrimal and salivary glands [MIM:180920]
,,,LADD syndrome [MIM:149730]
,,,
FGF14,fibroblast growth factor 14 ,13q34,
,,,Spinocerebellar ataxia-27 [MIM:609307]
,,,
FGF1,fibroblast growth factor 1 (acidic) ,5q31,
,,,mutations
,,,
FGF20,fibroblast growth factor 20 ,8p22-p21.3,
,,,mutations
,,,
FGF23,fibroblast growth factor 23 ,12p13.3,
,,,"Hypophosphatemic rickets, autosomal dominant [MIM:193100]"
,,,"Osteomalacia, tumor-induced"
,,,"Tumoral calcinosis, hyperphosphatemic, familial [MIM:211900]"
,,,
FGF2,fibroblast growth factor 2 (basic) ,4q25-q27,
,,,mutations
,,,
FGF3,fibroblast growth factor 3 ,11q13,
,,,"Deafness, congenital with inner ear agenesis, microtia, and microdontia [MIM:610706]"
,,,
FGF8,fibroblast growth factor 8 (androgen-induced) ,10q24,
,,,Kallmann syndrome 6 [MIM:612702]
,,,
FGF9,fibroblast growth factor 9 (glia-activating factor) ,13q11-q12,
,,,Multiple synostoses syndrome 3 [MIM:612961]
,,,
FGFBP1,fibroblast growth factor binding protein 1 ,4p15.3,
,,,mutations
,,,
FGFR1OP,FGFR1 oncogene partner ,6q27,
,,,Myeloproliferative disorder
,,,
FGFR1,fibroblast growth factor receptor 1 ,8p11.2-p11.1,
,,,Pfeiffer syndrome [MIM:101600]
,,,Jackson-Weiss syndrome [MIM:123150]
,,,Kallmann syndrome 2 [MIM:147950]
,,,Hypogonadotropic hypogonadism [MIM:146110]
,,,Osteoglophonic dysplasia [MIM:166250]
,,,Trigonocephaly [MIM:190440]
,,,
FGFR2,fibroblast growth factor receptor 2 ,10q26,
,,,Crouzon syndrome [MIM:123500]
,,,Jackson-Weiss syndrome [MIM:123150]
,,,Beare-Stevenson cutis gyrata syndrome [MIM:123790]
,,,Pfeiffer syndrome [MIM:101600]
,,,Apert syndrome [MIM:101200]
,,,Saethre-Chotzen syndrome [MIM:101400]
,,,"Craniosynostosis, nonspecific"
,,,"Gastric cancer, somatic [MIM:137215]"
,,,Craniofacial-skeletal-dermatologic dysplasia
,,,Antley-Bixler syndrome [MIM:207410]
,,,Scaphocephaly and Axenfeld-Rieger anomaly
,,,LADD syndrome [MIM:149730]
,,,"Scaphocephaly, maxillary retrusion, and mental retardation [MIM:609579]"
,,,
FGFR3,fibroblast growth factor receptor 3 ,4p16.3,
,,,Achondroplasia [MIM:100800]
,,,Hypochondroplasia [MIM:146000]
,,,"Thanatophoric dysplasia, type I [MIM:187600]"
,,,Crouzon syndrome with acanthosis nigricans [MIM:612247]
,,,Muenke syndrome [MIM:602849]
,,,"Bladder cancer, somatic [MIM:109800]"
,,,"Colorectal cancer, somatic [MIM:109800]"
,,,"Cervical cancer, somatic [MIM:603956]"
,,,LADD syndrome [MIM:149730]
,,,CATSHL syndrome [MIM:610474]
,,,"Nevus, keratinocytic, nonepidermolytic [MIM:162900]"
,,,"Thanatophoric dysplasia, type II [MIM:187601]"
,,,
FGFR4,fibroblast growth factor receptor 4 ,5q35.1-qter,
,,,Cancer progression/metastasis
,,,
FGFRL1,fibroblast growth factor receptor-like 1 ,4p16,
,,,mutations
,,,
FGG,fibrinogen gamma chain ,4q28,
,,,"Dysfibrinogenemia, gamma type"
,,,"Hypofibrinogenemia, gamma type"
,,,"Thrombophilia, dysfibrinogenemic"
,,,
FGQTL1,Fasting plasma glucose level QTL 1 ,2q24-q32,
,,,Fasting plasma glucose level QTL 1
,,,
FGQTL2,Fasting plasma glucose level QTL2 ,7p15-p13,
,,,Fasting plasma glucose level QTL 2
,,,Birth weight QTL 1
,,,
FGQTL3,Fasting plasma glucose level QTL3 ,11q21-q22,
,,,Fasting plasma glucose level QTL 3
,,,
FGQTL4,Fasting plasma glucose level QTL 4 ,7p21.2,
,,,Fasting plasma glucose level QTL 4
,,,
FGQTL6,Fasting plasma glucose level QTL 6 ,3q21,
,,,Fasting plasma glucose level QTL 6
,,,Birth weight QTL 3
,,,"Plasma glucose, 2-hour, QTL 1"
,,,
FGS2,FG syndrome 2 ,Xq28,
,,,FG syndrome 2
,,,
FGS3,FG syndrome 3 ,Xp22.3,
,,,FG syndrome 3
,,,
FGS5,FG syndrome 5 ,Xq22.3,
,,,FG syndrome 5
,,,
FHA2,"Hyperaldosteronism, familial, type II ",7p22,
,,,"Hyperaldosteronism, familial, type II"
,,,
FHASD,Foveal hypoplasia and anterior segment dysgenesis ,16q23.2-q24.2,
,,,Foveal hypoplasia and anterior segment dysgenesis
,,,
FHL1,four and a half LIM domains 1 ,Xq27.2,
,,,"Scapuloperoneal myopathy, X-linked dominant [MIM:300695]"
,,,"Myopathy, X-linked, with postural muscle atrophy [MIM:300696]"
,,,"Myopathy, reducing body, X-linked, severe early-onset [MIM:300717]"
,,,"Myopathy, reducing body, X-linked, childhood-onset [MIM:300718]"
,,,Emery-Dreifuss muscular dystrophy 6 [MIM:300696]
,,,
FHL2,four and a half LIM domains 2 ,2q12-q14,
,,,mutations
,,,
FHQTL,Fetal hemoglobin QTL on chromosome 8 ,8q,
,,,Fetal hemoglobin quantitative trait locus 4
,,,
FH,fumarate hydratase ,1q42.1,
,,,Fumarase deficiency [MIM:606812]
,,,Multiple cutaneous and uterine leiomyomata [MIM:150800]
,,,Leiomyomatosis and renal cell cancer [MIM:605839]
,,,
FIG4,"FIG4 homolog, SAC1 lipid phosphatase domain containing (S. cerevisiae) ",6q21,
,,,"Charcot-Marie-Tooth disease, type 4J [MIM:611228]"
,,,Amyotrophic lateral sclerosis 11 [MIM:612577]
,,,
FIGLA,folliculogenesis specific basic helix-loop-helix ,2p12,
,,,Premature ovarian failure 6 [MIM:612310]
,,,
FIMG1,"myasthenia gravis, familial infantile, 1 ",17p13,
,,,"Myasthenia, familial infantile, 1"
,,,
FIP1L1,FIP1 like 1 (S. cerevisiae) ,4q12,
,,,mutations
,,,
FKBP10,"FK506 binding protein 10, 65 kDa ",17q21.2,
,,,"Osteogenesis imperfecta, type VI [MIM:610698]"
,,,
FKBP14,"FK506 binding protein 14, 22 kDa ",?,
,,,mutations
,,,
FKBP5,FK506 binding protein 5 ,6p21.3-p21.2,
,,,Major depressive disorder and accelerated response to antidepressant drug treatment [MIM:608516]
,,,
FKBP6,"FK506 binding protein 6, 36kDa ",7q11.23,
,,,mutations
,,,
FKBPL,FK506 binding protein like ,?,
,,,mutations
,,,
FKRP,fukutin related protein ,19q13.3,
,,,"Muscular dystrophy-dystroglycanopathy (congenital with brain and eye anomalies), type A, 5 [MIM:613153]"
,,,"Muscular dystrophy-dystroglycanopathy (congenital with or without mental retardation), type B, 5 [MIM:606612]"
,,,"Muscular dystrophy-dystroglycanopathy (limb-girdle), type C, 5 [MIM:607155]"
,,,
FKTN,fukutin ,9q31,
,,,"Muscular dystrophy-dystroglycanopathy (congenital with brain and eye anomalies), type A, 4 [MIM:253800]"
,,,"Muscular dystrophy-dystroglycanopathy (congenital without mental retardation), type B, 4 [MIM:613152]"
,,,"Cardiomyopathy, dilated, 1X [MIM:611615]"
,,,"Muscular dystrophy-dystroglycanopathy (limb-girdle), type C, 4 [MIM:611588]"
,,,
FL1,"Follicular lymphoma, susceptibility to, 1 ",6p21.33,
,,,"Follicular lymphoma, susceptibility to, 1"
,,,
FLCN,folliculin ,17p11.2,
,,,Birt-Hogg-Dube syndrome [MIM:135150]
,,,"Pneumothorax, primary spontaneous [MIM:173600]"
,,,"Renal carcinoma, chromophobe, somatic [MIM:144700]"
,,,"Colorectal cancer, somatic [MIM:114500]"
,,,
FLD1,"Fatty liver disease 1, susceptiblity to ",22q13,
,,,"Fatty liver disease, nonalcoholic, susceptibility to, 1"
,,,
FLG,filaggrin ,1q21,
,,,Ichthyosis vulgaris [MIM:146700]
,,,"Dermatitis, atopic, susceptibility to, 2 [MIM:605803]"
,,,
FLNA,"filamin A, alpha ",Xq28,
,,,"Heterotopia, periventricular [MIM:300049]"
,,,"Otopalatodigital syndrome, type I [MIM:311300]"
,,,"Otopalatodigital syndrome, type II [MIM:304120]"
,,,"Intestinal pseudoobstruction, neuronal [MIM:300048]"
,,,Melnick-Needles syndrome [MIM:309350]
,,,Frontometaphyseal dysplasia [MIM:305620]
,,,"Heterotopia, periventricular, ED variant [MIM:300537]"
,,,FG syndrome 2 [MIM:300321]
,,,"Cardiac valvular dysplasia, X-linked [MIM:314400]"
,,,Terminal osseous dysplasia [MIM:300244]
,,,
FLNB,"filamin B, beta ",3p14.3,
,,,Spondylocarpotarsal synostosis syndrome [MIM:272460]
,,,Larsen syndrome [MIM:150250]
,,,"Atelostogenesis, type I [MIM:108720]"
,,,"Atelosteogenesis, type III [MIM:108721]"
,,,Boomerang dysplasia [MIM:112310]
,,,
FLNC,"filamin C, gamma ",7q32,
,,,"Myopathy, myofibrillar, filamin C-related [MIM:609524]"
,,,
FLT1,fms-related tyrosine kinase 1 (vascular endothelial growth factor/vascular permeability factor receptor) ,13q12,
,,,mutations
,,,
FLT3,fms-related tyrosine kinase 3 ,13q12,
,,,"Leukemia, acute myeloid, reduced survival in"
,,,"Leukemia, acute myeloid [MIM:601626]"
,,,"Leukemia, acute lymphoblastic"
,,,
FLT4,fms-related tyrosine kinase 4 ,5q35.3,
,,,"Lymphedema, hereditary I [MIM:153100]"
,,,"Hemangioma, capillary infantile, somatic [MIM:602089]"
,,,
FLVCR1,feline leukemia virus subgroup C cellular receptor 1 ,1q31.3,
,,,"Ataxia, posterior column, with retinitis pigmentosa [MIM:609033]"
,,,
FLVCR2,"feline leukemia virus subgroup C cellular receptor family, member 2 ",14q24.3,
,,,Proliferative vasculopathy and hydraencephaly-hydrocephaly syndrome [MIM:225790]
,,,
FMN1,formin 1 ,15q13-q14,
,,,mutations
,,,
FMN2,formin 2 ,1q23-q32,
,,,mutations
,,,
FMO1,flavin containing monooxygenase 1 ,1q23-q25,
